Course Code,Grade,Course Title,MyEd BC Code,TRAX Code,Course Category,Lang Of Inst,Developer,Authorizer,Open Date,Close Date,Completion End Date,Credit Value,Grad Program,Grad Program Requirement,HST Main Category,HST Sub Category,Ministry Subject Code
3401534,12,Coast Health Career Dual Credit Course 12J,PHCP-2J,PHCP 12J,External Credential,English,Coast Mountain College,Ministry of Education and Child Care,7/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401534,12,Coast Health Career Dual Credit Course 12J,PHCP-2J,PHCP 12J,External Credential,English,Coast Mountain College,Ministry of Education and Child Care,7/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401611,12,UBC Health Career Dual Credit Course 12H,PHCU-2H,PHCU 12H,External Credential,English,University of British Columbia,Ministry of Education and Child Care,7/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401611,12,UBC Health Career Dual Credit Course 12H,PHCU-2H,PHCU 12H,External Credential,English,University of British Columbia,Ministry of Education and Child Care,7/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401611,12,UBC Health Career Dual Credit Course 12H,PHCU-2H,PHCU 12H,External Credential,English,University of British Columbia,Ministry of Education and Child Care,7/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
1301042,12,B.C. INST OF TECHNOLOGY HUMANITIES & ARTS  12B,PHA--2B,PHA  12B,External Credential,English,BC Institute of Technology,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",2023 Graduation Program,Elective,13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301042,12,B.C. INST OF TECHNOLOGY HUMANITIES & ARTS  12B,PHA--2B,PHA  12B,External Credential,English,BC Institute of Technology,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",Adult Graduation Program,"Grade 12,Elective",13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301067,12,COLUMBIA COL HUMANITIES & ARTS  12C,PHAD-2C,PHAD 12C,External Credential,English,Columbia College,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",2023 Graduation Program,Elective,13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301067,12,COLUMBIA COL HUMANITIES & ARTS  12C,PHAD-2C,PHAD 12C,External Credential,English,Columbia College,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",Adult Graduation Program,"Grade 12,Elective",13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301092,12,ALEXANDER COL HUMANITIES & ARTS  12E,PHAH-2E,PHAH 12E,External Credential,English,Alexander College,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",2023 Graduation Program,Elective,13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301092,12,ALEXANDER COL HUMANITIES & ARTS  12E,PHAH-2E,PHAH 12E,External Credential,English,Alexander College,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",Adult Graduation Program,"Grade 12,Elective",13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301117,12,COL OF THE ROCKIES HUMANITIES & ARTS  12A,PHE--2A,PHE  12A,External Credential,English,College of the Rockies,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",2023 Graduation Program,Elective,13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301117,12,COL OF THE ROCKIES HUMANITIES & ARTS  12A,PHE--2A,PHE  12A,External Credential,English,College of the Rockies,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",Adult Graduation Program,"Grade 12,Elective",13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301142,12,JUSTICE INST OF B.C. HUMANITIES & ARTS  12B,PHI--2B,PHI  12B,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",2023 Graduation Program,Elective,13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301142,12,JUSTICE INST OF B.C. HUMANITIES & ARTS  12B,PHI--2B,PHI  12B,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",Adult Graduation Program,"Grade 12,Elective",13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301167,12,NICOLA VALLEY INST TECH HUMANITIES & ARTS  12C,PHM--2C,PHM  12C,External Credential,English,Nicola Valley Institute of Technology,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",2023 Graduation Program,Elective,13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301167,12,NICOLA VALLEY INST TECH HUMANITIES & ARTS  12C,PHM--2C,PHM  12C,External Credential,English,Nicola Valley Institute of Technology,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",Adult Graduation Program,"Grade 12,Elective",13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301217,12,UNI OF BRITISH COLUMBIA HUMANITIES & ARTS  12E,PHU--2E,PHU  12E,External Credential,English,University of British Columbia,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",2023 Graduation Program,Elective,13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301217,12,UNI OF BRITISH COLUMBIA HUMANITIES & ARTS  12E,PHU--2E,PHU  12E,External Credential,English,University of British Columbia,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",Adult Graduation Program,"Grade 12,Elective",13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301242,12,UNI OF VICTORIA HUMANITIES & ARTS  12F,PHY--2F,PHY  12F,External Credential,English,University of Victoria,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",2023 Graduation Program,Elective,13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301242,12,UNI OF VICTORIA HUMANITIES & ARTS  12F,PHY--2F,PHY  12F,External Credential,English,University of Victoria,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",Adult Graduation Program,"Grade 12,Elective",13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301267,12,EDUCACENTRE HUMANITIES & ARTS  12G,PHAC-2G,PHAC 12G,External Credential,English,Collège Éducacentre,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",2023 Graduation Program,Elective,13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301267,12,EDUCACENTRE HUMANITIES & ARTS  12G,PHAC-2G,PHAC 12G,External Credential,English,Collège Éducacentre,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",Adult Graduation Program,"Grade 12,Elective",13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301292,12,CORPUS CHRISTI COL HUMANITIES & ARTS  12H,PHAG-2H,PHAG 12H,External Credential,English,Corpus Christi College,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",2023 Graduation Program,Elective,13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301292,12,CORPUS CHRISTI COL HUMANITIES & ARTS  12H,PHAG-2H,PHAG 12H,External Credential,English,Corpus Christi College,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",Adult Graduation Program,"Grade 12,Elective",13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301317,12,CAPILANO UNI HUMANITIES & ARTS  12I,PHC--2I,PHC  12I,External Credential,English,Capilano University,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",2023 Graduation Program,Elective,13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301317,12,CAPILANO UNI HUMANITIES & ARTS  12I,PHC--2I,PHC  12I,External Credential,English,Capilano University,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",Adult Graduation Program,"Grade 12,Elective",13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301342,12,EMILY CARR UNI HUMANITIES & ARTS  12J,PHG--2J,PHG  12J,External Credential,English,Emily Carr University of Art & Design,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",2023 Graduation Program,Elective,13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301342,12,EMILY CARR UNI HUMANITIES & ARTS  12J,PHG--2J,PHG  12J,External Credential,English,Emily Carr University of Art & Design,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",Adult Graduation Program,"Grade 12,Elective",13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301367,12,LANGARA COL HUMANITIES & ARTS  12K,PHK--2K,PHK  12K,External Credential,English,Langara College,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",2023 Graduation Program,Elective,13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301367,12,LANGARA COL HUMANITIES & ARTS  12K,PHK--2K,PHK  12K,External Credential,English,Langara College,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",Adult Graduation Program,"Grade 12,Elective",13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301392,12,NORTHERN LIGHTS COL HUMANITIES & ARTS  12L,PHO--2L,PHO  12L,External Credential,English,Northern Lights College,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",2023 Graduation Program,Elective,13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301392,12,NORTHERN LIGHTS COL HUMANITIES & ARTS  12L,PHO--2L,PHO  12L,External Credential,English,Northern Lights College,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",Adult Graduation Program,"Grade 12,Elective",13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301417,12,SIMON FRASER UNI HUMANITIES & ARTS  12G,PHT--2G,PHT  12G,External Credential,English,Simon Fraser University,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",2023 Graduation Program,Elective,13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301417,12,SIMON FRASER UNI HUMANITIES & ARTS  12G,PHT--2G,PHT  12G,External Credential,English,Simon Fraser University,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",Adult Graduation Program,"Grade 12,Elective",13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301442,12,UNI OF NORTHERN B.C. HUMANITIES & ARTS  12H,PHX--2H,PHX  12H,External Credential,English,University of Northern British Columbia,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",2023 Graduation Program,Elective,13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
1301442,12,UNI OF NORTHERN B.C. HUMANITIES & ARTS  12H,PHX--2H,PHX  12H,External Credential,English,University of Northern British Columbia,Ministry of Education and Child Care,7/1/2024,,,"1,2,4",Adult Graduation Program,"Grade 12,Elective",13 EDUCATION,"01 EDUCATION, GENERAL",99 UNASSIGNED
0803010,12,ENTREPRENEURSHIP 12,MENT-12,ENT  12,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1997,,,4,1995 Graduation Program,"Applied Skills 11 or 12,Elective",08 MARKETING AND DISTRIBUTION,03 ENTREPRENEURSHIP,05 Applied Skills
0803010,12,ENTREPRENEURSHIP 12,MENT-12,ENT  12,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1997,,,4,2004 Graduation Program,"Applied Skills/Fine Arts 10, 11 or 12,Elective",08 MARKETING AND DISTRIBUTION,03 ENTREPRENEURSHIP,05 Applied Skills
0803010,12,ENTREPRENEURSHIP 12,MENT-12,ENT  12,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1997,,,4,2018 Graduation Program,"Arts Educ/Applied Design, Skills, and Technologies,Elective",08 MARKETING AND DISTRIBUTION,03 ENTREPRENEURSHIP,05 Applied Skills
0803010,12,ENTREPRENEURSHIP 12,MENT-12,ENT  12,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1997,,,4,2023 Graduation Program,"Arts Educ/Applied Design, Skills, and Technologies,Elective",08 MARKETING AND DISTRIBUTION,03 ENTREPRENEURSHIP,05 Applied Skills
0803010,12,ENTREPRENEURSHIP 12,MENT-12,ENT  12,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1997,,,4,Adult Graduation Program,"Grade 12,Elective",08 MARKETING AND DISTRIBUTION,03 ENTREPRENEURSHIP,05 Applied Skills
0803010,12,ENTREPRENEURSHIP 12,MENT-12,ENT  12,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1997,,,4,Course-Based Graduation Program,Elective,08 MARKETING AND DISTRIBUTION,03 ENTREPRENEURSHIP,05 Applied Skills
0601062,12,ENTREPRENEURIAT 12,FENTF12,ENTF 12,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1998,,,4,1995 Graduation Program,"Applied Skills 11 or 12,Elective",06 BUSINESS AND MANAGEMENT,"01 BUSINESS AND MANAGEMENT, GENERAL",05 Applied Skills
0601062,12,ENTREPRENEURIAT 12,FENTF12,ENTF 12,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1998,,,4,2004 Graduation Program,"Applied Skills/Fine Arts 10, 11 or 12,Elective",06 BUSINESS AND MANAGEMENT,"01 BUSINESS AND MANAGEMENT, GENERAL",05 Applied Skills
0601062,12,ENTREPRENEURIAT 12,FENTF12,ENTF 12,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1998,,,4,2018 Graduation Program,"Arts Educ/Applied Design, Skills, and Technologies,Elective",06 BUSINESS AND MANAGEMENT,"01 BUSINESS AND MANAGEMENT, GENERAL",05 Applied Skills
0601062,12,ENTREPRENEURIAT 12,FENTF12,ENTF 12,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1998,,,4,2023 Graduation Program,"Arts Educ/Applied Design, Skills, and Technologies,Elective",06 BUSINESS AND MANAGEMENT,"01 BUSINESS AND MANAGEMENT, GENERAL",05 Applied Skills
0601062,12,ENTREPRENEURIAT 12,FENTF12,ENTF 12,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1998,,,4,Adult Graduation Program,"Grade 12,Elective",06 BUSINESS AND MANAGEMENT,"01 BUSINESS AND MANAGEMENT, GENERAL",05 Applied Skills
0601062,12,ENTREPRENEURIAT 12,FENTF12,ENTF 12,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1998,,,4,Course-Based Graduation Program,Elective,06 BUSINESS AND MANAGEMENT,"01 BUSINESS AND MANAGEMENT, GENERAL",05 Applied Skills
4006005,11,EARTH SCIENCES 11,MESC-11,ESC  11,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,1/1/1980,,,4,1995 Graduation Program,"Science 11 or 12,Elective",40 PHYSICAL SCIENCES,06 GEOLOGICAL SCIENCES,45 Sciences
4006005,11,EARTH SCIENCES 11,MESC-11,ESC  11,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,1/1/1980,,,4,2004 Graduation Program,"Science 11 or 12,Elective",40 PHYSICAL SCIENCES,06 GEOLOGICAL SCIENCES,45 Sciences
4006005,11,EARTH SCIENCES 11,MESC-11,ESC  11,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,1/1/1980,,,4,2018 Graduation Program,"Science 11 or 12,Elective",40 PHYSICAL SCIENCES,06 GEOLOGICAL SCIENCES,45 Sciences
4006005,11,EARTH SCIENCES 11,MESC-11,ESC  11,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,1/1/1980,,,4,2023 Graduation Program,"Science 11 or 12,Elective",40 PHYSICAL SCIENCES,06 GEOLOGICAL SCIENCES,45 Sciences
4006005,11,EARTH SCIENCES 11,MESC-11,ESC  11,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,1/1/1980,,,4,Course-Based Graduation Program,"Science 11 or 12,Elective",40 PHYSICAL SCIENCES,06 GEOLOGICAL SCIENCES,45 Sciences
4006011,11,SCIENCES DE LA TERRE 11,FESCF11,ESCF 11,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1996,,,4,1995 Graduation Program,"Science 11 or 12,Elective",40 PHYSICAL SCIENCES,06 GEOLOGICAL SCIENCES,45 Sciences
4006011,11,SCIENCES DE LA TERRE 11,FESCF11,ESCF 11,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1996,,,4,2004 Graduation Program,"Science 11 or 12,Elective",40 PHYSICAL SCIENCES,06 GEOLOGICAL SCIENCES,45 Sciences
4006011,11,SCIENCES DE LA TERRE 11,FESCF11,ESCF 11,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1996,,,4,2018 Graduation Program,"Science 11 or 12,Elective",40 PHYSICAL SCIENCES,06 GEOLOGICAL SCIENCES,45 Sciences
4006011,11,SCIENCES DE LA TERRE 11,FESCF11,ESCF 11,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1996,,,4,2023 Graduation Program,"Science 11 or 12,Elective",40 PHYSICAL SCIENCES,06 GEOLOGICAL SCIENCES,45 Sciences
4006011,11,SCIENCES DE LA TERRE 11,FESCF11,ESCF 11,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1996,,,4,Course-Based Graduation Program,"Science 11 or 12,Elective",40 PHYSICAL SCIENCES,06 GEOLOGICAL SCIENCES,45 Sciences
1612014,11,ESPAGNOL 11,FESP-11,ESP  11,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1983,,,4,1995 Graduation Program,Elective,16 FOREIGN LANGUAGES,"12 INDO-EUROPEAN LANGUAGES, OTHER",30 Languages
1612014,11,ESPAGNOL 11,FESP-11,ESP  11,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1983,,,4,2004 Graduation Program,Elective,16 FOREIGN LANGUAGES,"12 INDO-EUROPEAN LANGUAGES, OTHER",30 Languages
1612014,11,ESPAGNOL 11,FESP-11,ESP  11,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1983,,,4,2018 Graduation Program,Elective,16 FOREIGN LANGUAGES,"12 INDO-EUROPEAN LANGUAGES, OTHER",30 Languages
1612014,11,ESPAGNOL 11,FESP-11,ESP  11,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1983,,,4,2023 Graduation Program,Elective,16 FOREIGN LANGUAGES,"12 INDO-EUROPEAN LANGUAGES, OTHER",30 Languages
1612014,11,ESPAGNOL 11,FESP-11,ESP  11,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1983,,,4,Course-Based Graduation Program,Elective,16 FOREIGN LANGUAGES,"12 INDO-EUROPEAN LANGUAGES, OTHER",30 Languages
1612015,12,ESPAGNOL 12,FESP-12,ESP  12,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1990,,,4,1995 Graduation Program,Elective,16 FOREIGN LANGUAGES,"12 INDO-EUROPEAN LANGUAGES, OTHER",30 Languages
1612015,12,ESPAGNOL 12,FESP-12,ESP  12,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1990,,,4,2004 Graduation Program,Elective,16 FOREIGN LANGUAGES,"12 INDO-EUROPEAN LANGUAGES, OTHER",30 Languages
1612015,12,ESPAGNOL 12,FESP-12,ESP  12,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1990,,,4,2018 Graduation Program,Elective,16 FOREIGN LANGUAGES,"12 INDO-EUROPEAN LANGUAGES, OTHER",30 Languages
1612015,12,ESPAGNOL 12,FESP-12,ESP  12,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1990,,,4,2023 Graduation Program,Elective,16 FOREIGN LANGUAGES,"12 INDO-EUROPEAN LANGUAGES, OTHER",30 Languages
1612015,12,ESPAGNOL 12,FESP-12,ESP  12,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1990,,,4,Adult Graduation Program,"Grade 12,Elective",16 FOREIGN LANGUAGES,"12 INDO-EUROPEAN LANGUAGES, OTHER",30 Languages
1612015,12,ESPAGNOL 12,FESP-12,ESP  12,Ministry,French,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1990,,,4,Course-Based Graduation Program,Elective,16 FOREIGN LANGUAGES,"12 INDO-EUROPEAN LANGUAGES, OTHER",30 Languages
0701039,12,FINANCIAL ACCOUNTING 12,MFA--12,FA   12,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1983,,,4,1995 Graduation Program,"Applied Skills 11 or 12,Mathematics 11 or 12,Elective",07 BUSINESS AND OFFICE,"01 ACCOUNTING, BOOKKEEPING, AND RELATED PROGRAMS.",05 Applied Skills
0701039,12,FINANCIAL ACCOUNTING 12,MFA--12,FA   12,Ministry,English,Ministry of Education and Child Care,Ministry of Education and Child Care,9/1/1983,,,4,2004 Graduation Program,"Applied Skills/Fine Arts 10, 11 or 12,Elective",07 BUSINESS AND OFFICE,"01 ACCOUNTING, BOOKKEEPING, AND RELATED PROGRAMS.",05 Applied Skills
